uf_abb,uf_code,munic_code,munic_name,d_1997,d_1998,d_1999,d_2000,d_2001,d_2002,d_2003,d_2004,d_2005,d_2006,d_2007,d_2008,d_2009,d_2010,d_2011,d_2012,d_2013,d_2014,d_2015,d_2016,d_2017,d_2018,d_2019,d_2020,d_2021,d_2022,previous_mun_1997,previous_mun_1998,previous_mun_1999,previous_mun_2000,previous_mun_2001,previous_mun_2002,previous_mun_2003,previous_mun_2004,previous_mun_2005,previous_mun_2006,previous_mun_2007,previous_mun_2008,previous_mun_2009,previous_mun_2010,previous_mun_2011,previous_mun_2012,previous_mun_2013,previous_mun_2014,previous_mun_2015,previous_mun_2016,previous_mun_2017,previous_mun_2018,previous_mun_2019,previous_mun_2020,previous_mun_2021,previous_mun_2022
PI,22,2205557,Lagoa Alegre,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2205557,2205557,2205557,2205557,2205557,2205557,2205557,2205557,2205557,2205557,2205557,2205557,2205557,2205557,2205557,2205557,2205557,2205557,2205557,2205557,2205557,2205557,2205557,2205557,2205557,2205557
PI,22,2205565,Lagoa do Barro do Piauí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2205565,2205565,2205565,2205565,2205565,2205565,2205565,2205565,2205565,2205565,2205565,2205565,2205565,2205565,2205565,2205565,2205565,2205565,2205565,2205565,2205565,2205565,2205565,2205565,2205565,2205565
PI,22,2205573,Lagoa de São Francisco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2205573,2205573,2205573,2205573,2205573,2205573,2205573,2205573,2205573,2205573,2205573,2205573,2205573,2205573,2205573,2205573,2205573,2205573,2205573,2205573,2205573,2205573,2205573,2205573,2205573,2205573
PI,22,2205581,Lagoa do Piauí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2205581,2205581,2205581,2205581,2205581,2205581,2205581,2205581,2205581,2205581,2205581,2205581,2205581,2205581,2205581,2205581,2205581,2205581,2205581,2205581,2205581,2205581,2205581,2205581,2205581,2205581
PI,22,2205599,Lagoa do Sítio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2205599,2205599,2205599,2205599,2205599,2205599,2205599,2205599,2205599,2205599,2205599,2205599,2205599,2205599,2205599,2205599,2205599,2205599,2205599,2205599,2205599,2205599,2205599,2205599,2205599,2205599
PI,22,2205607,Landri Sales,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2205607,2205607,2205607,2205607,2205607,2205607,2205607,2205607,2205607,2205607,2205607,2205607,2205607,2205607,2205607,2205607,2205607,2205607,2205607,2205607,2205607,2205607,2205607,2205607,2205607,2205607
PI,22,2205706,Luís Correia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2205706,2205706,2205706,2205706,2205706,2205706,2205706,2205706,2205706,2205706,2205706,2205706,2205706,2205706,2205706,2205706,2205706,2205706,2205706,2205706,2205706,2205706,2205706,2205706,2205706,2205706
PI,22,2205805,Luzilândia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2205805,2205805,2205805,2205805,2205805,2205805,2205805,2205805,2205805,2205805,2205805,2205805,2205805,2205805,2205805,2205805,2205805,2205805,2205805,2205805,2205805,2205805,2205805,2205805,2205805,2205805
PI,22,2205854,Madeiro,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2205854,2205854,2205854,2205854,2205854,2205854,2205854,2205854,2205854,2205854,2205854,2205854,2205854,2205854,2205854,2205854,2205854,2205854,2205854,2205854,2205854,2205854,2205854,2205854,2205854,2205854
PI,22,2205904,Manoel Emídio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2205904,2205904,2205904,2205904,2205904,2205904,2205904,2205904,2205904,2205904,2205904,2205904,2205904,2205904,2205904,2205904,2205904,2205904,2205904,2205904,2205904,2205904,2205904,2205904,2205904,2205904
PI,22,2205953,Marcolândia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2205953,2205953,2205953,2205953,2205953,2205953,2205953,2205953,2205953,2205953,2205953,2205953,2205953,2205953,2205953,2205953,2205953,2205953,2205953,2205953,2205953,2205953,2205953,2205953,2205953,2205953
PI,22,2206001,Marcos Parente,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2206001,2206001,2206001,2206001,2206001,2206001,2206001,2206001,2206001,2206001,2206001,2206001,2206001,2206001,2206001,2206001,2206001,2206001,2206001,2206001,2206001,2206001,2206001,2206001,2206001,2206001
PI,22,2206050,Massapê do Piauí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2206050,2206050,2206050,2206050,2206050,2206050,2206050,2206050,2206050,2206050,2206050,2206050,2206050,2206050,2206050,2206050,2206050,2206050,2206050,2206050,2206050,2206050,2206050,2206050,2206050,2206050
PI,22,2206100,Matias Olímpio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2206100,2206100,2206100,2206100,2206100,2206100,2206100,2206100,2206100,2206100,2206100,2206100,2206100,2206100,2206100,2206100,2206100,2206100,2206100,2206100,2206100,2206100,2206100,2206100,2206100,2206100
PI,22,2206209,Miguel Alves,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2206209,2206209,2206209,2206209,2206209,2206209,2206209,2206209,2206209,2206209,2206209,2206209,2206209,2206209,2206209,2206209,2206209,2206209,2206209,2206209,2206209,2206209,2206209,2206209,2206209,2206209
PI,22,2206308,Miguel Leão,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2206308,2206308,2206308,2206308,2206308,2206308,2206308,2206308,2206308,2206308,2206308,2206308,2206308,2206308,2206308,2206308,2206308,2206308,2206308,2206308,2206308,2206308,2206308,2206308,2206308,2206308
PI,22,2206357,Milton Brandão,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2206357,2206357,2206357,2206357,2206357,2206357,2206357,2206357,2206357,2206357,2206357,2206357,2206357,2206357,2206357,2206357,2206357,2206357,2206357,2206357,2206357,2206357,2206357,2206357,2206357,2206357
PI,22,2206407,Monsenhor Gil,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2206407,2206407,2206407,2206407,2206407,2206407,2206407,2206407,2206407,2206407,2206407,2206407,2206407,2206407,2206407,2206407,2206407,2206407,2206407,2206407,2206407,2206407,2206407,2206407,2206407,2206407
PI,22,2206506,Monsenhor Hipólito,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2206506,2206506,2206506,2206506,2206506,2206506,2206506,2206506,2206506,2206506,2206506,2206506,2206506,2206506,2206506,2206506,2206506,2206506,2206506,2206506,2206506,2206506,2206506,2206506,2206506,2206506
PI,22,2206605,Monte Alegre do Piauí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2206605,2206605,2206605,2206605,2206605,2206605,2206605,2206605,2206605,2206605,2206605,2206605,2206605,2206605,2206605,2206605,2206605,2206605,2206605,2206605,2206605,2206605,2206605,2206605,2206605,2206605
PI,22,2206654,Morro Cabeça no Tempo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2206654,2206654,2206654,2206654,2206654,2206654,2206654,2206654,2206654,2206654,2206654,2206654,2206654,2206654,2206654,2206654,2206654,2206654,2206654,2206654,2206654,2206654,2206654,2206654,2206654,2206654
PI,22,2206670,Morro do Chapéu do Piauí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2206670,2206670,2206670,2206670,2206670,2206670,2206670,2206670,2206670,2206670,2206670,2206670,2206670,2206670,2206670,2206670,2206670,2206670,2206670,2206670,2206670,2206670,2206670,2206670,2206670,2206670
PI,22,2206696,Murici dos Portelas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2206696,2206696,2206696,2206696,2206696,2206696,2206696,2206696,2206696,2206696,2206696,2206696,2206696,2206696,2206696,2206696,2206696,2206696,2206696,2206696,2206696,2206696,2206696,2206696,2206696,2206696
PI,22,2206704,Nazaré do Piauí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2206704,2206704,2206704,2206704,2206704,2206704,2206704,2206704,2206704,2206704,2206704,2206704,2206704,2206704,2206704,2206704,2206704,2206704,2206704,2206704,2206704,2206704,2206704,2206704,2206704,2206704
PI,22,2206720,Nazária,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2211001,2211001,2211001,2211001,2211001,2211001,2211001,2211001,2211001,2211001,2211001,2211001,2206720,2206720,2206720,2206720,2206720,2206720,2206720,2206720,2206720,2206720,2206720,2206720,2206720,2206720
PI,22,2206753,Nossa Senhora de Nazaré,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2206753,2206753,2206753,2206753,2206753,2206753,2206753,2206753,2206753,2206753,2206753,2206753,2206753,2206753,2206753,2206753,2206753,2206753,2206753,2206753,2206753,2206753,2206753,2206753,2206753,2206753
PI,22,2206803,Nossa Senhora dos Remédios,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2206803,2206803,2206803,2206803,2206803,2206803,2206803,2206803,2206803,2206803,2206803,2206803,2206803,2206803,2206803,2206803,2206803,2206803,2206803,2206803,2206803,2206803,2206803,2206803,2206803,2206803
PI,22,2206902,Novo Oriente do Piauí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2206902,2206902,2206902,2206902,2206902,2206902,2206902,2206902,2206902,2206902,2206902,2206902,2206902,2206902,2206902,2206902,2206902,2206902,2206902,2206902,2206902,2206902,2206902,2206902,2206902,2206902
PI,22,2206951,Novo Santo Antônio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2206951,2206951,2206951,2206951,2206951,2206951,2206951,2206951,2206951,2206951,2206951,2206951,2206951,2206951,2206951,2206951,2206951,2206951,2206951,2206951,2206951,2206951,2206951,2206951,2206951,2206951
PI,22,2207009,Oeiras,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2207009,2207009,2207009,2207009,2207009,2207009,2207009,2207009,2207009,2207009,2207009,2207009,2207009,2207009,2207009,2207009,2207009,2207009,2207009,2207009,2207009,2207009,2207009,2207009,2207009,2207009
PI,22,2207108,Olho D'Água do Piauí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2207108,2207108,2207108,2207108,2207108,2207108,2207108,2207108,2207108,2207108,2207108,2207108,2207108,2207108,2207108,2207108,2207108,2207108,2207108,2207108,2207108,2207108,2207108,2207108,2207108,2207108
PI,22,2207207,Padre Marcos,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2207207,2207207,2207207,2207207,2207207,2207207,2207207,2207207,2207207,2207207,2207207,2207207,2207207,2207207,2207207,2207207,2207207,2207207,2207207,2207207,2207207,2207207,2207207,2207207,2207207,2207207
PI,22,2207306,Paes Landim,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2207306,2207306,2207306,2207306,2207306,2207306,2207306,2207306,2207306,2207306,2207306,2207306,2207306,2207306,2207306,2207306,2207306,2207306,2207306,2207306,2207306,2207306,2207306,2207306,2207306,2207306
PI,22,2207355,Pajeú do Piauí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2207355,2207355,2207355,2207355,2207355,2207355,2207355,2207355,2207355,2207355,2207355,2207355,2207355,2207355,2207355,2207355,2207355,2207355,2207355,2207355,2207355,2207355,2207355,2207355,2207355,2207355
PI,22,2207405,Palmeira do Piauí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2207405,2207405,2207405,2207405,2207405,2207405,2207405,2207405,2207405,2207405,2207405,2207405,2207405,2207405,2207405,2207405,2207405,2207405,2207405,2207405,2207405,2207405,2207405,2207405,2207405,2207405
PI,22,2207504,Palmeirais,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2207504,2207504,2207504,2207504,2207504,2207504,2207504,2207504,2207504,2207504,2207504,2207504,2207504,2207504,2207504,2207504,2207504,2207504,2207504,2207504,2207504,2207504,2207504,2207504,2207504,2207504
PI,22,2207553,Paquetá,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2207553,2207553,2207553,2207553,2207553,2207553,2207553,2207553,2207553,2207553,2207553,2207553,2207553,2207553,2207553,2207553,2207553,2207553,2207553,2207553,2207553,2207553,2207553,2207553,2207553,2207553
PI,22,2207603,Parnaguá,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2207603,2207603,2207603,2207603,2207603,2207603,2207603,2207603,2207603,2207603,2207603,2207603,2207603,2207603,2207603,2207603,2207603,2207603,2207603,2207603,2207603,2207603,2207603,2207603,2207603,2207603
PI,22,2207702,Parnaíba,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2207702,2207702,2207702,2207702,2207702,2207702,2207702,2207702,2207702,2207702,2207702,2207702,2207702,2207702,2207702,2207702,2207702,2207702,2207702,2207702,2207702,2207702,2207702,2207702,2207702,2207702
PI,22,2207751,Passagem Franca do Piauí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2207751,2207751,2207751,2207751,2207751,2207751,2207751,2207751,2207751,2207751,2207751,2207751,2207751,2207751,2207751,2207751,2207751,2207751,2207751,2207751,2207751,2207751,2207751,2207751,2207751,2207751
PI,22,2207777,Patos do Piauí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2207777,2207777,2207777,2207777,2207777,2207777,2207777,2207777,2207777,2207777,2207777,2207777,2207777,2207777,2207777,2207777,2207777,2207777,2207777,2207777,2207777,2207777,2207777,2207777,2207777,2207777
PI,22,2207793,Pau D'Arco do Piauí,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2211001,2211001,2211001,2211001,2207793,2207793,2207793,2207793,2207793,2207793,2207793,2207793,2207793,2207793,2207793,2207793,2207793,2207793,2207793,2207793,2207793,2207793,2207793,2207793,2207793,2207793
PI,22,2207801,Paulistana,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2207801,2207801,2207801,2207801,2207801,2207801,2207801,2207801,2207801,2207801,2207801,2207801,2207801,2207801,2207801,2207801,2207801,2207801,2207801,2207801,2207801,2207801,2207801,2207801,2207801,2207801
PI,22,2207850,Pavussu,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2207850,2207850,2207850,2207850,2207850,2207850,2207850,2207850,2207850,2207850,2207850,2207850,2207850,2207850,2207850,2207850,2207850,2207850,2207850,2207850,2207850,2207850,2207850,2207850,2207850,2207850
PI,22,2207900,Pedro II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2207900,2207900,2207900,2207900,2207900,2207900,2207900,2207900,2207900,2207900,2207900,2207900,2207900,2207900,2207900,2207900,2207900,2207900,2207900,2207900,2207900,2207900,2207900,2207900,2207900,2207900
PI,22,2207934,Pedro Laurentino,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2207934,2207934,2207934,2207934,2207934,2207934,2207934,2207934,2207934,2207934,2207934,2207934,2207934,2207934,2207934,2207934,2207934,2207934,2207934,2207934,2207934,2207934,2207934,2207934,2207934,2207934
PI,22,2207959,Nova Santa Rita,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2207959,2207959,2207959,2207959,2207959,2207959,2207959,2207959,2207959,2207959,2207959,2207959,2207959,2207959,2207959,2207959,2207959,2207959,2207959,2207959,2207959,2207959,2207959,2207959,2207959,2207959
PI,22,2208007,Picos,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2208007,2208007,2208007,2208007,2208007,2208007,2208007,2208007,2208007,2208007,2208007,2208007,2208007,2208007,2208007,2208007,2208007,2208007,2208007,2208007,2208007,2208007,2208007,2208007,2208007,2208007
PI,22,2208106,Pimenteiras,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2208106,2208106,2208106,2208106,2208106,2208106,2208106,2208106,2208106,2208106,2208106,2208106,2208106,2208106,2208106,2208106,2208106,2208106,2208106,2208106,2208106,2208106,2208106,2208106,2208106,2208106
PI,22,2208205,Pio IX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2208205,2208205,2208205,2208205,2208205,2208205,2208205,2208205,2208205,2208205,2208205,2208205,2208205,2208205,2208205,2208205,2208205,2208205,2208205,2208205,2208205,2208205,2208205,2208205,2208205,2208205
PI,22,2208304,Piracuruca,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2208304,2208304,2208304,2208304,2208304,2208304,2208304,2208304,2208304,2208304,2208304,2208304,2208304,2208304,2208304,2208304,2208304,2208304,2208304,2208304,2208304,2208304,2208304,2208304,2208304,2208304
PI,22,2208403,Piripiri,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2208403,2208403,2208403,2208403,2208403,2208403,2208403,2208403,2208403,2208403,2208403,2208403,2208403,2208403,2208403,2208403,2208403,2208403,2208403,2208403,2208403,2208403,2208403,2208403,2208403,2208403
PI,22,2208502,Porto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2208502,2208502,2208502,2208502,2208502,2208502,2208502,2208502,2208502,2208502,2208502,2208502,2208502,2208502,2208502,2208502,2208502,2208502,2208502,2208502,2208502,2208502,2208502,2208502,2208502,2208502
PI,22,2208551,Porto Alegre do Piauí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2208551,2208551,2208551,2208551,2208551,2208551,2208551,2208551,2208551,2208551,2208551,2208551,2208551,2208551,2208551,2208551,2208551,2208551,2208551,2208551,2208551,2208551,2208551,2208551,2208551,2208551
PI,22,2208601,Prata do Piauí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2208601,2208601,2208601,2208601,2208601,2208601,2208601,2208601,2208601,2208601,2208601,2208601,2208601,2208601,2208601,2208601,2208601,2208601,2208601,2208601,2208601,2208601,2208601,2208601,2208601,2208601
PI,22,2208650,Queimada Nova,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2208650,2208650,2208650,2208650,2208650,2208650,2208650,2208650,2208650,2208650,2208650,2208650,2208650,2208650,2208650,2208650,2208650,2208650,2208650,2208650,2208650,2208650,2208650,2208650,2208650,2208650
PI,22,2208700,Redenção do Gurguéia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2208700,2208700,2208700,2208700,2208700,2208700,2208700,2208700,2208700,2208700,2208700,2208700,2208700,2208700,2208700,2208700,2208700,2208700,2208700,2208700,2208700,2208700,2208700,2208700,2208700,2208700
PI,22,2208809,Regeneração,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2208809,2208809,2208809,2208809,2208809,2208809,2208809,2208809,2208809,2208809,2208809,2208809,2208809,2208809,2208809,2208809,2208809,2208809,2208809,2208809,2208809,2208809,2208809,2208809,2208809,2208809
PI,22,2208858,Riacho Frio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2208858,2208858,2208858,2208858,2208858,2208858,2208858,2208858,2208858,2208858,2208858,2208858,2208858,2208858,2208858,2208858,2208858,2208858,2208858,2208858,2208858,2208858,2208858,2208858,2208858,2208858
PI,22,2208874,Ribeira do Piauí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2208874,2208874,2208874,2208874,2208874,2208874,2208874,2208874,2208874,2208874,2208874,2208874,2208874,2208874,2208874,2208874,2208874,2208874,2208874,2208874,2208874,2208874,2208874,2208874,2208874,2208874
PI,22,2208908,Ribeiro Gonçalves,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2208908,2208908,2208908,2208908,2208908,2208908,2208908,2208908,2208908,2208908,2208908,2208908,2208908,2208908,2208908,2208908,2208908,2208908,2208908,2208908,2208908,2208908,2208908,2208908,2208908,2208908
PI,22,2209005,Rio Grande do Piauí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2209005,2209005,2209005,2209005,2209005,2209005,2209005,2209005,2209005,2209005,2209005,2209005,2209005,2209005,2209005,2209005,2209005,2209005,2209005,2209005,2209005,2209005,2209005,2209005,2209005,2209005
PI,22,2209104,Santa Cruz do Piauí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2209104,2209104,2209104,2209104,2209104,2209104,2209104,2209104,2209104,2209104,2209104,2209104,2209104,2209104,2209104,2209104,2209104,2209104,2209104,2209104,2209104,2209104,2209104,2209104,2209104,2209104
PI,22,2209153,Santa Cruz dos Milagres,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2209153,2209153,2209153,2209153,2209153,2209153,2209153,2209153,2209153,2209153,2209153,2209153,2209153,2209153,2209153,2209153,2209153,2209153,2209153,2209153,2209153,2209153,2209153,2209153,2209153,2209153
PI,22,2209203,Santa Filomena,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2209203,2209203,2209203,2209203,2209203,2209203,2209203,2209203,2209203,2209203,2209203,2209203,2209203,2209203,2209203,2209203,2209203,2209203,2209203,2209203,2209203,2209203,2209203,2209203,2209203,2209203
PI,22,2209302,Santa Luz,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2209302,2209302,2209302,2209302,2209302,2209302,2209302,2209302,2209302,2209302,2209302,2209302,2209302,2209302,2209302,2209302,2209302,2209302,2209302,2209302,2209302,2209302,2209302,2209302,2209302,2209302
PI,22,2209351,Santana do Piauí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2209351,2209351,2209351,2209351,2209351,2209351,2209351,2209351,2209351,2209351,2209351,2209351,2209351,2209351,2209351,2209351,2209351,2209351,2209351,2209351,2209351,2209351,2209351,2209351,2209351,2209351
PI,22,2209377,Santa Rosa do Piauí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2209377,2209377,2209377,2209377,2209377,2209377,2209377,2209377,2209377,2209377,2209377,2209377,2209377,2209377,2209377,2209377,2209377,2209377,2209377,2209377,2209377,2209377,2209377,2209377,2209377,2209377
PI,22,2209401,Santo Antônio de Lisboa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2209401,2209401,2209401,2209401,2209401,2209401,2209401,2209401,2209401,2209401,2209401,2209401,2209401,2209401,2209401,2209401,2209401,2209401,2209401,2209401,2209401,2209401,2209401,2209401,2209401,2209401
PI,22,2209450,Santo Antônio dos Milagres,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2209450,2209450,2209450,2209450,2209450,2209450,2209450,2209450,2209450,2209450,2209450,2209450,2209450,2209450,2209450,2209450,2209450,2209450,2209450,2209450,2209450,2209450,2209450,2209450,2209450,2209450
PI,22,2209500,Santo Inácio do Piauí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2209500,2209500,2209500,2209500,2209500,2209500,2209500,2209500,2209500,2209500,2209500,2209500,2209500,2209500,2209500,2209500,2209500,2209500,2209500,2209500,2209500,2209500,2209500,2209500,2209500,2209500
PI,22,2209559,São Braz do Piauí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2209559,2209559,2209559,2209559,2209559,2209559,2209559,2209559,2209559,2209559,2209559,2209559,2209559,2209559,2209559,2209559,2209559,2209559,2209559,2209559,2209559,2209559,2209559,2209559,2209559,2209559
PI,22,2209609,São Félix do Piauí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2209609,2209609,2209609,2209609,2209609,2209609,2209609,2209609,2209609,2209609,2209609,2209609,2209609,2209609,2209609,2209609,2209609,2209609,2209609,2209609,2209609,2209609,2209609,2209609,2209609,2209609
PI,22,2209658,São Francisco de Assis do Piauí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2209658,2209658,2209658,2209658,2209658,2209658,2209658,2209658,2209658,2209658,2209658,2209658,2209658,2209658,2209658,2209658,2209658,2209658,2209658,2209658,2209658,2209658,2209658,2209658,2209658,2209658
PI,22,2209708,São Francisco do Piauí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2209708,2209708,2209708,2209708,2209708,2209708,2209708,2209708,2209708,2209708,2209708,2209708,2209708,2209708,2209708,2209708,2209708,2209708,2209708,2209708,2209708,2209708,2209708,2209708,2209708,2209708
PI,22,2209757,São Gonçalo do Gurguéia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2209757,2209757,2209757,2209757,2209757,2209757,2209757,2209757,2209757,2209757,2209757,2209757,2209757,2209757,2209757,2209757,2209757,2209757,2209757,2209757,2209757,2209757,2209757,2209757,2209757,2209757
PI,22,2209807,São Gonçalo do Piauí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2209807,2209807,2209807,2209807,2209807,2209807,2209807,2209807,2209807,2209807,2209807,2209807,2209807,2209807,2209807,2209807,2209807,2209807,2209807,2209807,2209807,2209807,2209807,2209807,2209807,2209807
