uf_abb,uf_code,munic_code,munic_name,d_1997,d_1998,d_1999,d_2000,d_2001,d_2002,d_2003,d_2004,d_2005,d_2006,d_2007,d_2008,d_2009,d_2010,d_2011,d_2012,d_2013,d_2014,d_2015,d_2016,d_2017,d_2018,d_2019,d_2020,d_2021,d_2022,previous_mun_1997,previous_mun_1998,previous_mun_1999,previous_mun_2000,previous_mun_2001,previous_mun_2002,previous_mun_2003,previous_mun_2004,previous_mun_2005,previous_mun_2006,previous_mun_2007,previous_mun_2008,previous_mun_2009,previous_mun_2010,previous_mun_2011,previous_mun_2012,previous_mun_2013,previous_mun_2014,previous_mun_2015,previous_mun_2016,previous_mun_2017,previous_mun_2018,previous_mun_2019,previous_mun_2020,previous_mun_2021,previous_mun_2022
MG,31,3132008,Itacambira,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3132008,3132008,3132008,3132008,3132008,3132008,3132008,3132008,3132008,3132008,3132008,3132008,3132008,3132008,3132008,3132008,3132008,3132008,3132008,3132008,3132008,3132008,3132008,3132008,3132008,3132008
MG,31,3132107,Itacarambi,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3132107,3132107,3132107,3132107,3132107,3132107,3132107,3132107,3132107,3132107,3132107,3132107,3132107,3132107,3132107,3132107,3132107,3132107,3132107,3132107,3132107,3132107,3132107,3132107,3132107,3132107
MG,31,3132206,Itaguara,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3132206,3132206,3132206,3132206,3132206,3132206,3132206,3132206,3132206,3132206,3132206,3132206,3132206,3132206,3132206,3132206,3132206,3132206,3132206,3132206,3132206,3132206,3132206,3132206,3132206,3132206
MG,31,3132305,Itaipé,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3132305,3132305,3132305,3132305,3132305,3132305,3132305,3132305,3132305,3132305,3132305,3132305,3132305,3132305,3132305,3132305,3132305,3132305,3132305,3132305,3132305,3132305,3132305,3132305,3132305,3132305
MG,31,3132404,Itajubá,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3132404,3132404,3132404,3132404,3132404,3132404,3132404,3132404,3132404,3132404,3132404,3132404,3132404,3132404,3132404,3132404,3132404,3132404,3132404,3132404,3132404,3132404,3132404,3132404,3132404,3132404
MG,31,3132503,Itamarandiba,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3132503,3132503,3132503,3132503,3132503,3132503,3132503,3132503,3132503,3132503,3132503,3132503,3132503,3132503,3132503,3132503,3132503,3132503,3132503,3132503,3132503,3132503,3132503,3132503,3132503,3132503
MG,31,3132602,Itamarati de Minas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3132602,3132602,3132602,3132602,3132602,3132602,3132602,3132602,3132602,3132602,3132602,3132602,3132602,3132602,3132602,3132602,3132602,3132602,3132602,3132602,3132602,3132602,3132602,3132602,3132602,3132602
MG,31,3132701,Itambacuri,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3132701,3132701,3132701,3132701,3132701,3132701,3132701,3132701,3132701,3132701,3132701,3132701,3132701,3132701,3132701,3132701,3132701,3132701,3132701,3132701,3132701,3132701,3132701,3132701,3132701,3132701
MG,31,3132800,Itambé do Mato Dentro,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3132800,3132800,3132800,3132800,3132800,3132800,3132800,3132800,3132800,3132800,3132800,3132800,3132800,3132800,3132800,3132800,3132800,3132800,3132800,3132800,3132800,3132800,3132800,3132800,3132800,3132800
MG,31,3132909,Itamogi,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3132909,3132909,3132909,3132909,3132909,3132909,3132909,3132909,3132909,3132909,3132909,3132909,3132909,3132909,3132909,3132909,3132909,3132909,3132909,3132909,3132909,3132909,3132909,3132909,3132909,3132909
MG,31,3133006,Itamonte,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3133006,3133006,3133006,3133006,3133006,3133006,3133006,3133006,3133006,3133006,3133006,3133006,3133006,3133006,3133006,3133006,3133006,3133006,3133006,3133006,3133006,3133006,3133006,3133006,3133006,3133006
MG,31,3133105,Itanhandu,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3133105,3133105,3133105,3133105,3133105,3133105,3133105,3133105,3133105,3133105,3133105,3133105,3133105,3133105,3133105,3133105,3133105,3133105,3133105,3133105,3133105,3133105,3133105,3133105,3133105,3133105
MG,31,3133204,Itanhomi,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3133204,3133204,3133204,3133204,3133204,3133204,3133204,3133204,3133204,3133204,3133204,3133204,3133204,3133204,3133204,3133204,3133204,3133204,3133204,3133204,3133204,3133204,3133204,3133204,3133204,3133204
MG,31,3133303,Itaobim,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3133303,3133303,3133303,3133303,3133303,3133303,3133303,3133303,3133303,3133303,3133303,3133303,3133303,3133303,3133303,3133303,3133303,3133303,3133303,3133303,3133303,3133303,3133303,3133303,3133303,3133303
MG,31,3133402,Itapagipe,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3133402,3133402,3133402,3133402,3133402,3133402,3133402,3133402,3133402,3133402,3133402,3133402,3133402,3133402,3133402,3133402,3133402,3133402,3133402,3133402,3133402,3133402,3133402,3133402,3133402,3133402
MG,31,3133501,Itapecerica,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3133501,3133501,3133501,3133501,3133501,3133501,3133501,3133501,3133501,3133501,3133501,3133501,3133501,3133501,3133501,3133501,3133501,3133501,3133501,3133501,3133501,3133501,3133501,3133501,3133501,3133501
MG,31,3133600,Itapeva,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3133600,3133600,3133600,3133600,3133600,3133600,3133600,3133600,3133600,3133600,3133600,3133600,3133600,3133600,3133600,3133600,3133600,3133600,3133600,3133600,3133600,3133600,3133600,3133600,3133600,3133600
MG,31,3133709,Itatiaiuçu,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3133709,3133709,3133709,3133709,3133709,3133709,3133709,3133709,3133709,3133709,3133709,3133709,3133709,3133709,3133709,3133709,3133709,3133709,3133709,3133709,3133709,3133709,3133709,3133709,3133709,3133709
MG,31,3133758,Itaú de Minas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3133758,3133758,3133758,3133758,3133758,3133758,3133758,3133758,3133758,3133758,3133758,3133758,3133758,3133758,3133758,3133758,3133758,3133758,3133758,3133758,3133758,3133758,3133758,3133758,3133758,3133758
MG,31,3133808,Itaúna,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3133808,3133808,3133808,3133808,3133808,3133808,3133808,3133808,3133808,3133808,3133808,3133808,3133808,3133808,3133808,3133808,3133808,3133808,3133808,3133808,3133808,3133808,3133808,3133808,3133808,3133808
MG,31,3133907,Itaverava,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3133907,3133907,3133907,3133907,3133907,3133907,3133907,3133907,3133907,3133907,3133907,3133907,3133907,3133907,3133907,3133907,3133907,3133907,3133907,3133907,3133907,3133907,3133907,3133907,3133907,3133907
MG,31,3134004,Itinga,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3134004,3134004,3134004,3134004,3134004,3134004,3134004,3134004,3134004,3134004,3134004,3134004,3134004,3134004,3134004,3134004,3134004,3134004,3134004,3134004,3134004,3134004,3134004,3134004,3134004,3134004
MG,31,3134103,Itueta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3134103,3134103,3134103,3134103,3134103,3134103,3134103,3134103,3134103,3134103,3134103,3134103,3134103,3134103,3134103,3134103,3134103,3134103,3134103,3134103,3134103,3134103,3134103,3134103,3134103,3134103
MG,31,3134202,Ituiutaba,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3134202,3134202,3134202,3134202,3134202,3134202,3134202,3134202,3134202,3134202,3134202,3134202,3134202,3134202,3134202,3134202,3134202,3134202,3134202,3134202,3134202,3134202,3134202,3134202,3134202,3134202
MG,31,3134301,Itumirim,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3134301,3134301,3134301,3134301,3134301,3134301,3134301,3134301,3134301,3134301,3134301,3134301,3134301,3134301,3134301,3134301,3134301,3134301,3134301,3134301,3134301,3134301,3134301,3134301,3134301,3134301
MG,31,3134400,Iturama,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3134400,3134400,3134400,3134400,3134400,3134400,3134400,3134400,3134400,3134400,3134400,3134400,3134400,3134400,3134400,3134400,3134400,3134400,3134400,3134400,3134400,3134400,3134400,3134400,3134400,3134400
MG,31,3134509,Itutinga,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3134509,3134509,3134509,3134509,3134509,3134509,3134509,3134509,3134509,3134509,3134509,3134509,3134509,3134509,3134509,3134509,3134509,3134509,3134509,3134509,3134509,3134509,3134509,3134509,3134509,3134509
MG,31,3134608,Jaboticatubas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3134608,3134608,3134608,3134608,3134608,3134608,3134608,3134608,3134608,3134608,3134608,3134608,3134608,3134608,3134608,3134608,3134608,3134608,3134608,3134608,3134608,3134608,3134608,3134608,3134608,3134608
MG,31,3134707,Jacinto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3134707,3134707,3134707,3134707,3134707,3134707,3134707,3134707,3134707,3134707,3134707,3134707,3134707,3134707,3134707,3134707,3134707,3134707,3134707,3134707,3134707,3134707,3134707,3134707,3134707,3134707
MG,31,3134806,Jacuí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3134806,3134806,3134806,3134806,3134806,3134806,3134806,3134806,3134806,3134806,3134806,3134806,3134806,3134806,3134806,3134806,3134806,3134806,3134806,3134806,3134806,3134806,3134806,3134806,3134806,3134806
MG,31,3134905,Jacutinga,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3134905,3134905,3134905,3134905,3134905,3134905,3134905,3134905,3134905,3134905,3134905,3134905,3134905,3134905,3134905,3134905,3134905,3134905,3134905,3134905,3134905,3134905,3134905,3134905,3134905,3134905
MG,31,3135001,Jaguaraçu,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3135001,3135001,3135001,3135001,3135001,3135001,3135001,3135001,3135001,3135001,3135001,3135001,3135001,3135001,3135001,3135001,3135001,3135001,3135001,3135001,3135001,3135001,3135001,3135001,3135001,3135001
MG,31,3135050,Jaíba,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3135050,3135050,3135050,3135050,3135050,3135050,3135050,3135050,3135050,3135050,3135050,3135050,3135050,3135050,3135050,3135050,3135050,3135050,3135050,3135050,3135050,3135050,3135050,3135050,3135050,3135050
MG,31,3135076,Jampruca,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3135076,3135076,3135076,3135076,3135076,3135076,3135076,3135076,3135076,3135076,3135076,3135076,3135076,3135076,3135076,3135076,3135076,3135076,3135076,3135076,3135076,3135076,3135076,3135076,3135076,3135076
MG,31,3135100,Janaúba,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3135100,3135100,3135100,3135100,3135100,3135100,3135100,3135100,3135100,3135100,3135100,3135100,3135100,3135100,3135100,3135100,3135100,3135100,3135100,3135100,3135100,3135100,3135100,3135100,3135100,3135100
MG,31,3135209,Januária,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3135209,3135209,3135209,3135209,3135209,3135209,3135209,3135209,3135209,3135209,3135209,3135209,3135209,3135209,3135209,3135209,3135209,3135209,3135209,3135209,3135209,3135209,3135209,3135209,3135209,3135209
MG,31,3135308,Japaraíba,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3135308,3135308,3135308,3135308,3135308,3135308,3135308,3135308,3135308,3135308,3135308,3135308,3135308,3135308,3135308,3135308,3135308,3135308,3135308,3135308,3135308,3135308,3135308,3135308,3135308,3135308
MG,31,3135357,Japonvar,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3135357,3135357,3135357,3135357,3135357,3135357,3135357,3135357,3135357,3135357,3135357,3135357,3135357,3135357,3135357,3135357,3135357,3135357,3135357,3135357,3135357,3135357,3135357,3135357,3135357,3135357
MG,31,3135407,Jeceaba,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3135407,3135407,3135407,3135407,3135407,3135407,3135407,3135407,3135407,3135407,3135407,3135407,3135407,3135407,3135407,3135407,3135407,3135407,3135407,3135407,3135407,3135407,3135407,3135407,3135407,3135407
MG,31,3135456,Jenipapo de Minas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3135456,3135456,3135456,3135456,3135456,3135456,3135456,3135456,3135456,3135456,3135456,3135456,3135456,3135456,3135456,3135456,3135456,3135456,3135456,3135456,3135456,3135456,3135456,3135456,3135456,3135456
MG,31,3135506,Jequeri,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3135506,3135506,3135506,3135506,3135506,3135506,3135506,3135506,3135506,3135506,3135506,3135506,3135506,3135506,3135506,3135506,3135506,3135506,3135506,3135506,3135506,3135506,3135506,3135506,3135506,3135506
MG,31,3135605,Jequitaí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3135605,3135605,3135605,3135605,3135605,3135605,3135605,3135605,3135605,3135605,3135605,3135605,3135605,3135605,3135605,3135605,3135605,3135605,3135605,3135605,3135605,3135605,3135605,3135605,3135605,3135605
MG,31,3135704,Jequitibá,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3135704,3135704,3135704,3135704,3135704,3135704,3135704,3135704,3135704,3135704,3135704,3135704,3135704,3135704,3135704,3135704,3135704,3135704,3135704,3135704,3135704,3135704,3135704,3135704,3135704,3135704
MG,31,3135803,Jequitinhonha,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3135803,3135803,3135803,3135803,3135803,3135803,3135803,3135803,3135803,3135803,3135803,3135803,3135803,3135803,3135803,3135803,3135803,3135803,3135803,3135803,3135803,3135803,3135803,3135803,3135803,3135803
MG,31,3135902,Jesuânia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3135902,3135902,3135902,3135902,3135902,3135902,3135902,3135902,3135902,3135902,3135902,3135902,3135902,3135902,3135902,3135902,3135902,3135902,3135902,3135902,3135902,3135902,3135902,3135902,3135902,3135902
MG,31,3136009,Joaíma,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3136009,3136009,3136009,3136009,3136009,3136009,3136009,3136009,3136009,3136009,3136009,3136009,3136009,3136009,3136009,3136009,3136009,3136009,3136009,3136009,3136009,3136009,3136009,3136009,3136009,3136009
MG,31,3136108,Joanésia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3136108,3136108,3136108,3136108,3136108,3136108,3136108,3136108,3136108,3136108,3136108,3136108,3136108,3136108,3136108,3136108,3136108,3136108,3136108,3136108,3136108,3136108,3136108,3136108,3136108,3136108
MG,31,3136207,João Monlevade,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3136207,3136207,3136207,3136207,3136207,3136207,3136207,3136207,3136207,3136207,3136207,3136207,3136207,3136207,3136207,3136207,3136207,3136207,3136207,3136207,3136207,3136207,3136207,3136207,3136207,3136207
MG,31,3136306,João Pinheiro,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3136306,3136306,3136306,3136306,3136306,3136306,3136306,3136306,3136306,3136306,3136306,3136306,3136306,3136306,3136306,3136306,3136306,3136306,3136306,3136306,3136306,3136306,3136306,3136306,3136306,3136306
MG,31,3136405,Joaquim Felício,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3136405,3136405,3136405,3136405,3136405,3136405,3136405,3136405,3136405,3136405,3136405,3136405,3136405,3136405,3136405,3136405,3136405,3136405,3136405,3136405,3136405,3136405,3136405,3136405,3136405,3136405
MG,31,3136504,Jordânia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3136504,3136504,3136504,3136504,3136504,3136504,3136504,3136504,3136504,3136504,3136504,3136504,3136504,3136504,3136504,3136504,3136504,3136504,3136504,3136504,3136504,3136504,3136504,3136504,3136504,3136504
MG,31,3136520,José Gonçalves de Minas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3136520,3136520,3136520,3136520,3136520,3136520,3136520,3136520,3136520,3136520,3136520,3136520,3136520,3136520,3136520,3136520,3136520,3136520,3136520,3136520,3136520,3136520,3136520,3136520,3136520,3136520
MG,31,3136553,José Raydan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3136553,3136553,3136553,3136553,3136553,3136553,3136553,3136553,3136553,3136553,3136553,3136553,3136553,3136553,3136553,3136553,3136553,3136553,3136553,3136553,3136553,3136553,3136553,3136553,3136553,3136553
MG,31,3136579,Josenópolis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3136579,3136579,3136579,3136579,3136579,3136579,3136579,3136579,3136579,3136579,3136579,3136579,3136579,3136579,3136579,3136579,3136579,3136579,3136579,3136579,3136579,3136579,3136579,3136579,3136579,3136579
MG,31,3136603,Nova União,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3136603,3136603,3136603,3136603,3136603,3136603,3136603,3136603,3136603,3136603,3136603,3136603,3136603,3136603,3136603,3136603,3136603,3136603,3136603,3136603,3136603,3136603,3136603,3136603,3136603,3136603
MG,31,3136652,Juatuba,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3136652,3136652,3136652,3136652,3136652,3136652,3136652,3136652,3136652,3136652,3136652,3136652,3136652,3136652,3136652,3136652,3136652,3136652,3136652,3136652,3136652,3136652,3136652,3136652,3136652,3136652
MG,31,3136702,Juiz de Fora,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3136702,3136702,3136702,3136702,3136702,3136702,3136702,3136702,3136702,3136702,3136702,3136702,3136702,3136702,3136702,3136702,3136702,3136702,3136702,3136702,3136702,3136702,3136702,3136702,3136702,3136702
MG,31,3136801,Juramento,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3136801,3136801,3136801,3136801,3136801,3136801,3136801,3136801,3136801,3136801,3136801,3136801,3136801,3136801,3136801,3136801,3136801,3136801,3136801,3136801,3136801,3136801,3136801,3136801,3136801,3136801
MG,31,3136900,Juruaia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3136900,3136900,3136900,3136900,3136900,3136900,3136900,3136900,3136900,3136900,3136900,3136900,3136900,3136900,3136900,3136900,3136900,3136900,3136900,3136900,3136900,3136900,3136900,3136900,3136900,3136900
MG,31,3136959,Juvenília,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3136959,3136959,3136959,3136959,3136959,3136959,3136959,3136959,3136959,3136959,3136959,3136959,3136959,3136959,3136959,3136959,3136959,3136959,3136959,3136959,3136959,3136959,3136959,3136959,3136959,3136959
MG,31,3137007,Ladainha,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3137007,3137007,3137007,3137007,3137007,3137007,3137007,3137007,3137007,3137007,3137007,3137007,3137007,3137007,3137007,3137007,3137007,3137007,3137007,3137007,3137007,3137007,3137007,3137007,3137007,3137007
MG,31,3137106,Lagamar,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3137106,3137106,3137106,3137106,3137106,3137106,3137106,3137106,3137106,3137106,3137106,3137106,3137106,3137106,3137106,3137106,3137106,3137106,3137106,3137106,3137106,3137106,3137106,3137106,3137106,3137106
MG,31,3137205,Lagoa da Prata,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3137205,3137205,3137205,3137205,3137205,3137205,3137205,3137205,3137205,3137205,3137205,3137205,3137205,3137205,3137205,3137205,3137205,3137205,3137205,3137205,3137205,3137205,3137205,3137205,3137205,3137205
MG,31,3137304,Lagoa dos Patos,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3137304,3137304,3137304,3137304,3137304,3137304,3137304,3137304,3137304,3137304,3137304,3137304,3137304,3137304,3137304,3137304,3137304,3137304,3137304,3137304,3137304,3137304,3137304,3137304,3137304,3137304
MG,31,3137403,Lagoa Dourada,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3137403,3137403,3137403,3137403,3137403,3137403,3137403,3137403,3137403,3137403,3137403,3137403,3137403,3137403,3137403,3137403,3137403,3137403,3137403,3137403,3137403,3137403,3137403,3137403,3137403,3137403
MG,31,3137502,Lagoa Formosa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3137502,3137502,3137502,3137502,3137502,3137502,3137502,3137502,3137502,3137502,3137502,3137502,3137502,3137502,3137502,3137502,3137502,3137502,3137502,3137502,3137502,3137502,3137502,3137502,3137502,3137502
MG,31,3137536,Lagoa Grande,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3137536,3137536,3137536,3137536,3137536,3137536,3137536,3137536,3137536,3137536,3137536,3137536,3137536,3137536,3137536,3137536,3137536,3137536,3137536,3137536,3137536,3137536,3137536,3137536,3137536,3137536
MG,31,3137601,Lagoa Santa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3137601,3137601,3137601,3137601,3137601,3137601,3137601,3137601,3137601,3137601,3137601,3137601,3137601,3137601,3137601,3137601,3137601,3137601,3137601,3137601,3137601,3137601,3137601,3137601,3137601,3137601
MG,31,3137700,Lajinha,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3137700,3137700,3137700,3137700,3137700,3137700,3137700,3137700,3137700,3137700,3137700,3137700,3137700,3137700,3137700,3137700,3137700,3137700,3137700,3137700,3137700,3137700,3137700,3137700,3137700,3137700
MG,31,3137809,Lambari,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3137809,3137809,3137809,3137809,3137809,3137809,3137809,3137809,3137809,3137809,3137809,3137809,3137809,3137809,3137809,3137809,3137809,3137809,3137809,3137809,3137809,3137809,3137809,3137809,3137809,3137809
MG,31,3137908,Lamim,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3137908,3137908,3137908,3137908,3137908,3137908,3137908,3137908,3137908,3137908,3137908,3137908,3137908,3137908,3137908,3137908,3137908,3137908,3137908,3137908,3137908,3137908,3137908,3137908,3137908,3137908
MG,31,3138005,Laranjal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3138005,3138005,3138005,3138005,3138005,3138005,3138005,3138005,3138005,3138005,3138005,3138005,3138005,3138005,3138005,3138005,3138005,3138005,3138005,3138005,3138005,3138005,3138005,3138005,3138005,3138005
MG,31,3138104,Lassance,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3138104,3138104,3138104,3138104,3138104,3138104,3138104,3138104,3138104,3138104,3138104,3138104,3138104,3138104,3138104,3138104,3138104,3138104,3138104,3138104,3138104,3138104,3138104,3138104,3138104,3138104
MG,31,3138203,Lavras,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3138203,3138203,3138203,3138203,3138203,3138203,3138203,3138203,3138203,3138203,3138203,3138203,3138203,3138203,3138203,3138203,3138203,3138203,3138203,3138203,3138203,3138203,3138203,3138203,3138203,3138203
MG,31,3138302,Leandro Ferreira,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3138302,3138302,3138302,3138302,3138302,3138302,3138302,3138302,3138302,3138302,3138302,3138302,3138302,3138302,3138302,3138302,3138302,3138302,3138302,3138302,3138302,3138302,3138302,3138302,3138302,3138302
MG,31,3138351,Leme do Prado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3138351,3138351,3138351,3138351,3138351,3138351,3138351,3138351,3138351,3138351,3138351,3138351,3138351,3138351,3138351,3138351,3138351,3138351,3138351,3138351,3138351,3138351,3138351,3138351,3138351,3138351
MG,31,3138401,Leopoldina,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3138401,3138401,3138401,3138401,3138401,3138401,3138401,3138401,3138401,3138401,3138401,3138401,3138401,3138401,3138401,3138401,3138401,3138401,3138401,3138401,3138401,3138401,3138401,3138401,3138401,3138401
MG,31,3138500,Liberdade,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3138500,3138500,3138500,3138500,3138500,3138500,3138500,3138500,3138500,3138500,3138500,3138500,3138500,3138500,3138500,3138500,3138500,3138500,3138500,3138500,3138500,3138500,3138500,3138500,3138500,3138500
MG,31,3138609,Lima Duarte,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3138609,3138609,3138609,3138609,3138609,3138609,3138609,3138609,3138609,3138609,3138609,3138609,3138609,3138609,3138609,3138609,3138609,3138609,3138609,3138609,3138609,3138609,3138609,3138609,3138609,3138609
